,Title,LinkTitleNoMenu,LinkTitle,AccountType,BusinessUnit,Budget,Service_x0020_Revenue_x0020_conf,Service_x0020_Revenue_x0020_in_x,Non_x002d_service_x0020_Revenue_,Non_x002d_service_x0020_Revenue_0,Rev_x0020_Committed,Gap_x0020_from_x0020_Budget,Rev_x0020__x2013__x0020_Proactiv,FinancialYear,Quater,Company,PL,SalesHeadLookupId,DeliveryHeadLookupId,DeliveryDirectorLookupId,Industry,Actuals,Comments,SRCEE,SRCEN,SRCNBD,SRPEE,SRPEN,SRPNBD,SoftConfirmed,ClientPartnerLookupId,NSRConfirmed,NSRInProgress,Risk,Forecast,NSR_x0020_Risk,NSR_x0020_Forecast,Total_x0020_Risk,Total_x0020_Forecast,AccountCoverage,ClientPartnerNew,id,ContentType,Modified,Created,AuthorLookupId,EditorLookupId,_UIVersionString,Attachments,Edit,ItemChildCount,FolderChildCount,_ComplianceFlags,_ComplianceTag,_ComplianceTagWrittenTime,_ComplianceTagUserId,AppEditorLookupId,RDOnshore,RDOffshore,AppAuthorLookupId,CustomerShortName
"""545ce12a-49a1-4d33-9f69-0846bf3f5808,9""",NCC Group,NCC Group,NCC Group,N,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,UK & Ireland,49,88,88,TMT,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No Coverage,No coverage,7418,Item,2025-04-17T12:26:56Z,2024-06-13T12:09:50Z,12,13,9.0,False,,0,0,,,,,30,0.0,0.0,,
"""7d306e8c-813f-4ac9-a720-228e23dca8d1,18""",Oasis Group ,Oasis Group ,Oasis Group ,E,MDU,0.02393,0.025,0.0,0.0,0.0,0.025,-0.0011,0.0,FY25,Q3,SSL,UK & Ireland,49,88,118,Emerging,0.0,14th Nov- Removed risk & In progress,0.025,0.0,0.0,0.0,0.0,0.0,0.0,102,0.0053,0.0,0.0,0.025,0.0,0.0053,0.0000,0.0303,Sales,Delivery Led,7419,Item,2025-04-17T12:27:01Z,2024-06-13T12:09:51Z,12,13,18.0,False,,0,0,,,,,30,0.0,0.0,,
"""712bf302-6793-4aed-8213-9b4f60cf6bc1,9""",P&O Ferries Division,P&O Ferries Division,P&O Ferries Division,E,Non-MDU,0.18067,0.112,0.0,0.0,0.0,0.112,-0.112,0.0,FY25,Q3,SSL,UK & Ireland,49,88,224,Manufacturing,0.0,,0.112,0.0,0.0,0.0,0.0,0.0,0.0,101,0.0,0.0,0.0,0.112,0.0,0.0,0.0000,0.1120,Engagement Lead,Keyur Panchal,7420,Item,2025-04-17T12:27:07Z,2024-06-13T12:09:51Z,12,13,9.0,False,,0,0,,,,,30,,,,
"""4790c715-8021-4f07-858f-73beb98dfd67,13""",Peppermint,Peppermint,Peppermint,E,Non-MDU,0.11965,0.11,0.0,0.0,0.0,0.11,0.0097,0.0,FY25,Q3,SSL,UK & Ireland,49,88,224,TMT,0.0,,0.11,0.0,0.0,0.0,0.0,0.0,0.0,101,0.0,0.0,0.0,0.11,0.0,0.0,0.0000,0.1100,Engagement Lead,Keyur Panchal,7421,Item,2025-04-17T12:27:13Z,2024-06-13T12:09:52Z,12,13,13.0,False,,0,0,,,,,30,,,,
"""85c390f1-284d-4618-82cb-3d01a4cdaa3b,15""",PepsiCo,PepsiCo,PepsiCo,E,Non-MDU,0.225,0.18,0.0,0.0,0.0,0.18,0.045,0.0,FY25,Q3,SSL,UK & Ireland,49,88,126,Manufacturing,0.0,22nd october - Move to confirmed 15th Oct - removed 20 k in progress and risk as confirmed by Sastry and Sathish ,0.18,0.0,0.0,0.0,0.0,0.0,0.0,143,0.0,0.0,0.0,0.18,0.0,0.0,0.0000,0.1800,Sales,Chandra Shekhar Singh,7422,Item,2025-04-17T12:27:23Z,2024-06-13T12:09:54Z,12,13,15.0,False,,0,0,,,,,30,,,,
"""1a481225-396b-4d8f-bc88-88d9e6412b72,12""",Premier Lotteries Ireland DAC ,Premier Lotteries Ireland DAC ,Premier Lotteries Ireland DAC ,E,MDU,0.02828,0.03,0.0,0.0,0.0,0.03,-0.03,0.0,FY25,Q3,SSL,UK & Ireland,49,88,118,BFSI,0.0,,0.03,0.0,0.0,0.0,0.0,0.0,0.0,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Delivery Led,7423,Item,2025-04-17T12:27:19Z,2024-06-13T12:09:54Z,12,13,12.0,False,,0,0,,,,,30,,,,
"""9f973f56-dc5d-41d1-a91b-a00dc37573c4,24""",Primeline,Primeline,Primeline,E,MDU,0.02473,0.03,0.0,0.0,0.0,0.03,-0.0053,0.0,FY25,Q3,SSL,UK & Ireland,49,88,118,Retail,0.0,"10th dec - primeline sow received hence moved 25k to confirmed 
14th Nov - 25 K Soft confirmed - Nov 21st , 5K Moved to confirmed . Po received & Invoicing done . Risk & IP removed
29th Oct - ETA nov 15th for soft confirmed 
en - 20 k ETA is 7th Nov.
22nd OCT - 15th Nov ( HB go live).
",0.025,0.005,0.0,0.0,0.0,0.0,0.0,102,0.0288,0.0,0.0,0.03,0.0,0.0288,0.0000,0.0588,Sales,Delivery Led,7424,Item,2025-04-17T12:27:28Z,2024-06-13T12:09:56Z,12,13,24.0,False,,0,0,,,,,30,0.0,0.0,,
"""19ef9c6f-62ec-4e93-bb8f-0c5901eee7f6,24""",TUI UK,TUI UK,TUI UK,E,Non-MDU,5.10075,5.05,0.0,0.0,0.0,5.05,0.0508,0.0,FY25,Q3,SSL,UK & Ireland,49,88,152,Retail,0.0,"10th Dec - moved 50 k to confirmed as confirmed by Satish and uttam
ETA- Oct 30th  for paperwork of TUI . 115 SOW s pending 
 ",4.25,0.8,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,5.05,0.0,0.0,0.0000,5.0500,Sales,Mahesh Cherukumalli,7425,Item,2025-04-17T12:27:34Z,2024-06-13T12:09:57Z,12,13,24.0,False,,0,0,,,,,30,0.0,0.0,,
"""5faf9f64-326b-4366-a052-90f944a02ad9,11""",Genesis Capital,Genesis Capital,Genesis Capital,E,Non-MDU,0.2565,0.152,0.0,0.0,0.0,0.152,0.1045,0.0,FY25,Q3,SSL,US BFSI,50,233,227,BFSI,0.0,,0.12,0.032,0.0,0.0,0.0,0.0,0.0,92,0.0,0.0,0.0,0.152,0.0,0.0,0.0000,0.1520,Sales,Ravishankar Aithal K.,7426,Item,2025-04-17T12:27:38Z,2024-06-13T12:09:57Z,12,13,11.0,False,,0,0,,,,,30,0.0,0.0,,
"""b560ea1c-f1d9-493b-bbe1-2c7c9fb05250,24""",NBD - Sonata - US BFSI,NBD - Sonata - US BFSI,NBD - Sonata - US BFSI,N,Non-MDU,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,FY25,Q3,SSL,US BFSI,50,233,233,BFSI,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,NBD,NBD,7428,Item,2025-04-17T12:27:43Z,2024-06-13T12:09:59Z,12,13,24.0,False,,0,0,,,,,30,0.0,0.0,,
"""448aaab2-1973-482e-ab90-77dd654b0767,27""",Pennymac,Pennymac,Pennymac,E,Non-MDU,3.05109,3.195,0.0,0.0,0.0,3.195,-0.1439,0.0,FY25,Q3,SSL,US BFSI,50,233,233,BFSI,0.0,,2.33,0.865,0.0,0.0,0.0,0.0,0.0,92,0.0,0.0,0.0,3.195,0.0,0.0,0.0000,3.1950,Sales,Ravishankar Aithal K.,7429,Item,2025-04-17T12:27:48Z,2024-06-13T12:09:59Z,12,13,27.0,False,,0,0,,,,,30,0.0,0.0,,
"""e3833f0f-dbe0-428e-af19-384997ad5ee7,9""",Precision Autonomy,Precision Autonomy,Precision Autonomy,N,Non-MDU,0.15624,0.07,0.0,0.0,0.0,0.07,0.0862,0.0,FY25,Q3,SSL,US BFSI,50,233,227,BFSI,0.0,,0.07,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.07,0.0,0.0,0.0000,0.0700,Delivery Led,Delivery Led,7430,Item,2024-11-22T04:39:59Z,2024-06-13T12:10:00Z,12,50,9.0,False,,0,0,,,,,30,0.0,0.0,,
"""9e6e422c-cb42-4055-9f5b-d8c9cb0a621e,10""",Symetra,Symetra,Symetra,E,Non-MDU,0.36776,0.19,0.0,0.0,0.0,0.19,0.1778,0.0,FY25,Q3,SSL,US BFSI,50,233,198,BFSI,0.0,,0.171,0.019,0.0,0.0,0.0,0.0,0.0,92,0.0,0.0,0.0,0.19,0.0,0.0,0.0000,0.1900,Sales,Ravishankar Aithal K.,7431,Item,2025-04-17T12:27:55Z,2024-06-13T12:10:02Z,12,13,10.0,False,,0,0,,,,,30,0.0,0.0,,
"""ae653239-8e6f-4c92-86bc-f8683d203059,6""",Jon Monroe Consulting,Jon Monroe Consulting,Jon Monroe Consulting,N,Non-MDU,0.0122,0.012,0.0,0.0,0.0,0.012,0.0002,0.0,FY25,Q3,SSL,US RMD,144,54,228,Emerging,0.0,,0.012,0.0,0.0,0.0,0.0,0.0,0.0,207,0.0,0.0,0.0,0.012,0.0,0.0,0.0000,0.0120,Sales,Babu Kutikat,7432,Item,2025-04-17T12:27:59Z,2024-06-13T12:10:03Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""548eb7fa-db46-48d6-aab7-f57c0494324e,16""",ACTS,ACTS,ACTS,N,MDU,0.2,0.0283,0.0,0.0,0.0,0.0283,0.1717,0.0,FY25,Q3,SSL,US TMTE,136,52,128,TMT,0.0,,0.0,0.0283,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0283,0.0,0.0,0.0000,0.0283,Sales,Kiran Vardi,7433,Item,2025-04-17T12:28:05Z,2024-06-13T12:10:04Z,12,13,16.0,False,,0,0,,,,,30,0.0,0.0,,
"""cb03ad8a-f8d4-45be-b492-6da2cf39c6ce,6""",Audax Management,Audax Management,Audax Management,E,Non-MDU,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,FY25,Q3,SSL,US HLS,53,67,174,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,7434,Item,2025-04-17T12:28:15Z,2024-06-13T12:10:04Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""a7b3d44a-ba05-44b6-8a63-35334b07a2f9,7""",Blackjewel,Blackjewel,Blackjewel,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,52,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,No coverage,7435,Item,2025-04-17T12:28:10Z,2024-06-13T12:10:04Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""b98dad49-3483-446e-a97d-a8b6c74f5a3e,7""",Central Electric Power Cooperative,Central Electric Power Cooperative,Central Electric Power Cooperative,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,7436,Item,2025-04-17T12:28:18Z,2024-06-13T12:10:05Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""eb6b6161-71a9-490d-8774-575550a12341,7""",Chevron,Chevron,Chevron,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,52,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,No coverage,7437,Item,2025-04-17T12:28:38Z,2024-06-13T12:10:07Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""edc53bd7-8062-4ddd-95c9-34e6cadfd38e,8""",Consumers Energy Company,Consumers Energy Company,Consumers Energy Company,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,52,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,7438,Item,2025-04-17T12:28:23Z,2024-06-13T12:10:07Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""3a176b9e-20ea-4981-b9d0-833541fcc1b1,8""",Ducks Unlimited,Ducks Unlimited,Ducks Unlimited,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,7439,Item,2025-04-17T12:28:27Z,2024-06-13T12:10:07Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""a64c034f-7e73-474c-9cdd-259d0da71308,8""",Edge Technologies,Edge Technologies,Edge Technologies,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,TMT,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,7440,Item,2025-04-17T12:28:32Z,2024-06-13T12:10:09Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""fb371d4a-ae77-4d7c-8aee-aebfd2da5e28,7""",Effective School Solutions,Effective School Solutions,Effective School Solutions,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,No coverage,7441,Item,2025-04-17T12:28:42Z,2024-06-13T12:10:09Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""8ce769a2-699e-48e6-9f1a-4cd03a149032,8""",Expanse Electrical Company,Expanse Electrical Company,Expanse Electrical Company,E,MDU,0.0114,0.0114,0.0,0.0,0.0,0.0114,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,206,0.0,0.0,0.0,0.0114,0.0,0.0,0.0000,0.0114,Delivery Led,Delivery Led,7442,Item,2025-04-17T12:28:48Z,2024-06-13T12:10:11Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""aea659ec-474d-4c44-9608-2be1ce052f50,8""",FUJIFILM Business Innovation (US),FUJIFILM Business Innovation (US),FUJIFILM Business Innovation (US),E,Non-MDU,0.02199,0.04,0.0,0.0,0.0,0.04,-0.018,0.0,FY25,Q3,SSL,US RMD,144,54,228,TMT,0.0,,0.04,0.0,0.0,0.0,0.0,0.0,0.0,207,0.0,0.0,0.0,0.04,0.0,0.0,0.0000,0.0400,Sales,Babu Kutikat,7443,Item,2025-04-17T12:28:53Z,2024-06-13T12:10:12Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""faba33d5-bfb1-4b53-888d-146601237313,18""",Golden Spread Electric Cooperative,Golden Spread Electric Cooperative,Golden Spread Electric Cooperative,E,Non-MDU,0.01026,0.0,0.0,0.0,0.0,0.0,0.0103,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,0.0301,0.0,0.0,0.0,0.0,0.0301,0.0000,0.0301,Sales,Kiran Vardi,7444,Item,2025-04-17T12:28:57Z,2024-06-13T12:10:12Z,12,13,18.0,False,,0,0,,,,,30,,,,
"""79568a9d-a109-4c2d-a1dd-82f03db8deb1,24""",NBD - Sonata - US TMTE,NBD - Sonata - US TMTE,NBD - Sonata - US TMTE,N,Non-MDU,0.55,0.0,0.0,0.0,0.0,0.0,0.55,0.0,FY25,Q3,SSL,US TMTE,136,52,52,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,NBD,NBD,7447,Item,2025-04-17T12:29:06Z,2024-06-13T12:10:14Z,12,13,24.0,False,,0,0,,,,,30,0.0,0.0,,
"""bb1f8d84-0dc4-4dc4-9206-2918ca56a242,16""",Omnicom,Omnicom,Omnicom,E,MDU,0.474,0.2684,0.0,0.0,0.0,0.2684,0.2056,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.2684,0.0,0.0,0.0,0.0,0.0,0.0,33,0.01,0.0,0.0,0.2684,0.0,0.01,0.0000,0.2784,Sales,Santosh Pai,7448,Item,2025-04-17T12:29:11Z,2024-06-13T12:10:14Z,12,13,16.0,False,,0,0,,,,,30,,,,
"""8d2805ec-e7a6-4d3c-8c85-ab23905dc82e,9""",SCE ,SCE ,SCE ,E,MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Kiran Vardi,7449,Item,2025-04-17T12:29:01Z,2024-06-13T12:10:15Z,12,13,9.0,False,,0,0,,,,,30,,,,
"""14d7b776-0733-43f2-b376-98f8b122fd19,8""",Terra Millennium Corp,Terra Millennium Corp,Terra Millennium Corp,E,Non-MDU,0.0,0.0005,0.0,0.0,0.0,0.0005,-0.0005,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0005,0.0,0.0,0.0000,0.0005,No coverage,No coverage,7450,Item,2025-04-17T12:29:16Z,2024-06-13T12:10:17Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""d2770f8e-8c1e-474c-a5eb-3bf19ff07462,6""",The Oved Group,The Oved Group,The Oved Group,E,Non-MDU,0.0096,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,FY25,Q3,SSL,US HLS,53,67,31,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,No coverage,7451,Item,2025-04-17T12:29:21Z,2024-06-13T12:10:18Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""dd0ebfe6-9485-42f0-9468-95960fdb2997,6""",United Teachers Los Angeles,United Teachers Los Angeles,United Teachers Los Angeles,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,Emerging,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,No coverage,7452,Item,2025-04-17T12:29:26Z,2024-06-13T12:10:18Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""e49df220-660d-4758-b442-22b21671d1a1,7""",University of Texas SouthWestern Medical Center,University of Texas SouthWestern Medical Center,University of Texas SouthWestern Medical Center,N,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US TMTE,136,52,128,HLS,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,No coverage,7453,Item,2025-04-17T12:29:31Z,2024-06-13T12:10:19Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""045bad33-fb83-429a-8506-d1f3d2e76838,18""",World Vision Canada,World Vision Canada,World Vision Canada,E,MDU,0.06,0.1622,0.0,0.0,0.0,0.1622,-0.1022,0.0,FY25,Q3,SSL,US TMTE,136,52,128,HLS,0.0,,0.1251,0.0371,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.1622,0.0,0.0,0.0000,0.1622,Delivery Led,Delivery Led,7454,Item,2025-04-17T12:29:36Z,2024-06-13T12:10:19Z,12,13,18.0,False,,0,0,,,,,30,0.0,0.0,,
"""e707b970-b58b-475b-947f-64abfe7b1518,19""",Correct Care Solutions,Correct Care Solutions,Correct Care Solutions,N,Non-MDU,0.45,2.58,0.0,0.0,0.0,2.58,-2.13,0.0,FY25,Q3,SSL,US HLS,53,67,266,HLS,0.0,,0.0,0.0,2.58,0.0,0.0,0.0,0.0,184,0.06,0.0,0.0,2.58,0.0,0.06,0.0000,2.6400,Sales,Aravindan Raman,7455,Item,2025-04-17T12:29:42Z,2024-06-13T12:10:21Z,12,13,19.0,False,,0,0,,,,,30,0.0,0.0,,
"""63c592be-2703-42e9-98ff-8b79d6a0bed0,9""",Trident USA Health Service,Trident USA Health Service,Trident USA Health Service,N,Non-MDU,0.135,0.21,0.0,0.0,0.0,0.21,-0.075,0.0,FY25,Q3,SSL,US HLS,53,67,269,HLS,0.0,,0.21,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.21,0.0,0.0,0.0000,0.2100,Sales,Aravindan Raman,7456,Item,2025-04-17T12:29:48Z,2024-06-13T12:10:22Z,12,13,9.0,False,,0,0,,,,,30,,,,
"""8b9ac038-f072-4fde-affd-02259fa4f38b,8""",Alteon Health,Alteon Health,Alteon Health,E,Non-MDU,0.021,0.0,0.0,0.0,0.0,0.0,0.021,0.0,FY25,Q3,SSL,US HLS,53,67,174,HLS,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,Aravindan Raman,7457,Item,2025-04-17T12:29:59Z,2024-06-13T12:10:22Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""805adb99-b2e2-4894-a28e-8a27339714b0,6""",AppianRX,AppianRX,AppianRX,E,Non-MDU,0.0045,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,FY25,Q3,SSL,US HLS,53,67,174,HLS,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,7458,Item,2025-04-17T12:29:54Z,2024-06-13T12:10:22Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""9f79c13d-973c-4559-b7ed-6197bbe3ac6e,7""",Arbor Pharmaceuticals,Arbor Pharmaceuticals,Arbor Pharmaceuticals,E,MDU,0.055,0.0,0.0,0.0,0.0,0.0,0.055,0.0,FY25,Q3,SSL,US HLS,53,67,265,HLS,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Delivery Led,Delivery Led,7459,Item,2025-04-17T12:30:10Z,2024-06-13T12:10:23Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""08e5853c-abeb-4865-8d19-24f316cb506a,8""",AstraZeneca,AstraZeneca,AstraZeneca,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US HLS,53,67,67,HLS,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Shaju John Joseph,7460,Item,2025-04-17T12:30:06Z,2024-06-13T12:10:24Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""0a895098-6c2a-44a0-8981-9ca3f24bbebc,13""",Caravel Autism Health,Caravel Autism Health,Caravel Autism Health,E,Non-MDU,0.0878,0.02,0.0,0.0,0.0,0.02,0.0678,0.0,FY25,Q3,SSL,US HLS,53,67,174,HLS,0.0,,0.02,0.0,0.0,0.0,0.0,0.0,0.0,184,0.06,0.0,0.0,0.02,0.0,0.06,0.0000,0.0800,Sales,Aravindan Raman,7461,Item,2025-04-17T12:30:15Z,2024-06-13T12:10:25Z,12,13,13.0,False,,0,0,,,,,30,,,,
"""5e101fc1-ada1-40cb-9c90-2038b6867252,21""",CPS Solutions,CPS Solutions,CPS Solutions,E,Non-MDU,1.69,1.25,0.0,0.0,0.0,1.25,0.44,0.0,FY25,Q3,SSL,US HLS,53,67,174,HLS,0.0,,1.25,0.0,0.0,0.0,0.0,0.0,0.0,184,0.225,0.0,0.0,1.25,0.0,0.225,0.0000,1.4750,Sales,Aravindan Raman,7462,Item,2025-04-17T12:30:21Z,2024-06-13T12:10:25Z,12,13,21.0,False,,0,0,,,,,30,0.0,0.0,,
"""545346a1-98cc-4c88-a3a4-c220a730ed6a,8""",CSL Behring,CSL Behring,CSL Behring,E,Non-MDU,0.03,0.015,0.0,0.0,0.0,0.015,0.015,0.0,FY25,Q3,SSL,US HLS,53,67,267,HLS,0.0,,0.015,0.0,0.0,0.0,0.0,0.0,0.0,181,0.0,0.0,0.0,0.015,0.0,0.0,0.0000,0.0150,Sales,Ahindra Sengupta,7463,Item,2025-04-17T12:30:26Z,2024-06-13T12:10:26Z,12,13,8.0,False,,0,0,,,,,30,,,,
"""26af45ad-9b3d-4e44-b2bb-5ed5786493be,9""",GSMS,GSMS,GSMS,E,Non-MDU,0.1575,0.12,0.0,0.0,0.0,0.12,0.0375,0.0,FY25,Q3,SSL,US HLS,53,67,268,HLS,0.0,,0.12,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.12,0.0,0.0,0.0000,0.1200,Sales,Aravindan Raman,7464,Item,2025-04-17T12:30:33Z,2024-06-13T12:10:27Z,12,13,9.0,False,,0,0,,,,,30,,,,
"""19d3a263-fa3b-43e4-9e3e-abfd01f8e725,7""",HealthTrackRx,HealthTrackRx,HealthTrackRx,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US HLS,53,67,174,HLS,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,No coverage,No coverage,7465,Item,2025-04-17T12:30:42Z,2024-06-13T12:10:28Z,12,13,7.0,False,,0,0,,,,,30,,,,
"""91a67095-1c97-4f63-a578-1640855b397d,34""",J & J,J & J,J & J,E,Non-MDU,3.835,2.94,0.0,0.0,0.0,2.94,0.895,0.0,FY25,Q3,SSL,US HLS,53,67,67,HLS,0.0,,2.94,0.0,0.0,0.0,0.0,0.0,0.0,96,0.0,0.0,0.0,2.94,0.0,0.0,0.0000,2.9400,Sales,Charudutt K Gurkar,7466,Item,2025-04-17T12:30:36Z,2024-06-13T12:10:29Z,12,13,34.0,False,,0,0,,,,,30,0.0,0.0,,
"""2127fd37-87c3-479f-9d02-812c2bc5bbce,6""",Kaiser Permanente,Kaiser Permanente,Kaiser Permanente,E,Non-MDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY25,Q3,SSL,US HLS,53,67,174,HLS,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,Sales,Ahindra Sengupta,7467,Item,2025-04-17T12:30:46Z,2024-06-13T12:10:29Z,12,13,6.0,False,,0,0,,,,,30,,,,
"""f7f672ca-7e52-4a3f-b59b-58c24912d206,6""",Leiters Enterprises,Leiters Enterprises,Leiters Enterprises,E,Non-MDU,0.0316,0.036,0.0,0.0,0.0,0.036,-0.0044,0.0,FY25,Q3,SSL,US HLS,53,67,174,HLS,0.0,,0.036,0.0,0.0,0.0,0.0,0.0,0.0,184,0.0,0.0,0.0,0.036,0.0,0.0,0.0000,0.0360,Sales,Aravindan Raman,7468,Item,2025-04-17T12:30:51Z,2024-06-13T12:10:30Z,12,13,6.0,False,,0,0,,,,,30,,,,
