Title,Total_Revenue,FinancialYear,Quarter,Month
"BUS QLD",0.000200000000000000,FY26,Q2,Sep
"Cajun",0.0446000000000000,FY26,Q2,Jul
"Cajun",0.0459000000000000,FY26,Q2,Aug
"Cajun",0.0446000000000000,FY26,Q2,Sep
"Caravel Autism Health",0.0245000000000000,FY26,Q2,Jul
"Caravel Autism Health",0.0252000000000000,FY26,Q2,Aug
"Caravel Autism Health",0.0245000000000000,FY26,Q2,Sep
"Cardtronics Helpdesk",0.00100000000000000,FY26,Q2,Jul
"Cardtronics Helpdesk",0.00100000000000000,FY26,Q2,Aug
"Cardtronics Helpdesk",0.00100000000000000,FY26,Q2,Sep
"Carmax",0,FY26,Q2,Jul
"Carmax",0,FY26,Q2,Aug
"Carmax",0,FY26,Q2,Sep
"Carshield",0,FY26,Q2,Jul
"Carshield",0,FY26,Q2,Aug
"Carshield",0,FY26,Q2,Sep
"Castlegate James",0.00890000000000000,FY26,Q2,Jul
"Castlegate James",0.00920000000000000,FY26,Q2,Aug
"Castlegate James",0.00890000000000000,FY26,Q2,Sep
"Cat Rock Capital",0,FY26,Q2,Jul
"Cat Rock Capital",0,FY26,Q2,Aug
"Cat Rock Capital",0,FY26,Q2,Sep
"Cheetham Salt",0.0109000000000000,FY26,Q2,Jul
"Cheetham Salt",0.0111000000000000,FY26,Q2,Aug
"Cheetham Salt",0.0109000000000000,FY26,Q2,Sep
"Chemist Warehouse",0.0165000000000000,FY26,Q2,Jul
"Chemist Warehouse",0.0170000000000000,FY26,Q2,Aug
"Chemist Warehouse",0.0165000000000000,FY26,Q2,Sep
"Cherry America",0,FY26,Q2,Jul
"Cherry America",0,FY26,Q2,Aug
"Cherry America",0,FY26,Q2,Sep
"Children's Health Queensland",0,FY26,Q2,Jul
"Children's Health Queensland",0,FY26,Q2,Aug
"Children's Health Queensland",0,FY26,Q2,Sep
"Christian Dior",0,FY26,Q2,Jul
"Christian Dior",0,FY26,Q2,Aug
"Christian Dior",0,FY26,Q2,Sep
"Cloud 3 Technologies",0.0105052500000000,FY26,Q2,Jul
"Cloud 3 Technologies",0.00867825000000000,FY26,Q2,Aug
"Cloud 3 Technologies",0.00959175000000000,FY26,Q2,Sep
"CloudLex",0.00600000000000000,FY26,Q2,Jul
"CloudLex",0.00600000000000000,FY26,Q2,Aug
"CloudLex",0.00660000000000000,FY26,Q2,Sep
"CMC",0.150000000000000,FY26,Q2,Jul
"CMC",0.150000000000000,FY26,Q2,Aug
"CMC",0.150000000000000,FY26,Q2,Sep
"Cobs Bread",0.00560000000000000,FY26,Q2,Jul
"Cobs Bread",0.00560000000000000,FY26,Q2,Aug
"Cobs Bread",0.00570000000000000,FY26,Q2,Sep
"Coca Cola",0,FY26,Q2,Jul
"Coca Cola",0,FY26,Q2,Aug
"Coca Cola",0,FY26,Q2,Sep
"Cohu",0,FY26,Q2,Jul
"Cohu",0,FY26,Q2,Aug
"Cohu",0,FY26,Q2,Sep
"Computacenter India",0.0780000000000000,FY26,Q2,Jul
"Computacenter India",0,FY26,Q2,Aug
"Computacenter India",0,FY26,Q2,Sep
"Computacenter UK",0.0420000000000000,FY26,Q2,Jul
"Computacenter UK",0.493000000000000,FY26,Q2,Aug
"Computacenter UK",0.265000000000000,FY26,Q2,Sep
"Conde Nast",0,FY26,Q2,Jul
"Conde Nast",0,FY26,Q2,Aug
"Conde Nast",0,FY26,Q2,Sep
"Cornerstone on Demand",0.0791100000000000,FY26,Q2,Jul
"Cornerstone on Demand",0.0823500000000000,FY26,Q2,Aug
"Cornerstone on Demand",0.0841500000000000,FY26,Q2,Sep
"Correct Care Solutions",0.661000000000000,FY26,Q2,Jul
"Correct Care Solutions",0.678000000000000,FY26,Q2,Aug
"Correct Care Solutions",0.661000000000000,FY26,Q2,Sep
"Coyuchi",0.00450000000000000,FY26,Q2,Jul
"Coyuchi",0.00450000000000000,FY26,Q2,Aug
"Coyuchi",0.00450000000000000,FY26,Q2,Sep
"CPL Aromas",0.401500000000000,FY26,Q2,Jul
"CPL Aromas",0.101000000000000,FY26,Q2,Aug
"CPL Aromas",0.0495000000000000,FY26,Q2,Sep
"CPS Solutions",0.433000000000000,FY26,Q2,Jul
"CPS Solutions",0.434000000000000,FY26,Q2,Aug
"CPS Solutions",0.433000000000000,FY26,Q2,Sep
"Crowley",0,FY26,Q2,Jul
"Crowley",0,FY26,Q2,Aug
"Crowley",0,FY26,Q2,Sep
"Crunchyroll",0,FY26,Q2,Jul
"Crunchyroll",0,FY26,Q2,Aug
"Crunchyroll",0,FY26,Q2,Sep
"CSL Behring",0.00990000000000000,FY26,Q2,Jul
"CSL Behring",0.0102000000000000,FY26,Q2,Aug
"CSL Behring",0.00990000000000000,FY26,Q2,Sep
"CVS",0,FY26,Q2,Jul
"CVS",0,FY26,Q2,Aug
"CVS",0,FY26,Q2,Sep
"Daltron",0.0120000000000000,FY26,Q2,Jul
"Daltron",0,FY26,Q2,Aug
"Daltron",0,FY26,Q2,Sep
"Danish Agro",0.0403000000000000,FY26,Q2,Jul
"Danish Agro",0.0414000000000000,FY26,Q2,Aug
"Danish Agro",0.0403000000000000,FY26,Q2,Sep
"Deaf Services Queensland",0.00630000000000000,FY26,Q2,Jul
"Deaf Services Queensland",0.00650000000000000,FY26,Q2,Aug
"Deaf Services Queensland",0.00630000000000000,FY26,Q2,Sep
"Dell - India",0.0300000000000000,FY26,Q2,Jul
"Dell - India",0.0300000000000000,FY26,Q2,Aug
"Dell - India",0.0300000000000000,FY26,Q2,Sep
"Dentsu",0,FY26,Q2,Jul
"Dentsu",0,FY26,Q2,Aug
"Dentsu",0,FY26,Q2,Sep
"Deutsche Telekom",0.0413000000000000,FY26,Q2,Jul
"Deutsche Telekom",0.0425000000000000,FY26,Q2,Aug
"Deutsche Telekom",0.0413000000000000,FY26,Q2,Sep
"DISA",0.00240000000000000,FY26,Q2,Jul
"DISA",0.00250000000000000,FY26,Q2,Aug
"DISA",0.00240000000000000,FY26,Q2,Sep
"DMI",0.0150000000000000,FY26,Q2,Jul
"DMI",0.0150000000000000,FY26,Q2,Aug
"DMI",0.0150000000000000,FY26,Q2,Sep
"Dominos Pizza",0.326000000000000,FY26,Q2,Jul
"Dominos Pizza",0.181400000000000,FY26,Q2,Aug
"Dominos Pizza",0.176000000000000,FY26,Q2,Sep
"Dynamic Fit Alliance Automation",0,FY26,Q2,Jul
"Dynamic Fit Alliance Automation",0,FY26,Q2,Aug
"Dynamic Fit Alliance Automation",0,FY26,Q2,Sep
"EBOS Group",0,FY26,Q2,Jul
"EBOS Group",0,FY26,Q2,Aug
"EBOS Group",0.0400000000000000,FY26,Q2,Sep
"Edison Energy",0,FY26,Q2,Jul
"Edison Energy",0,FY26,Q2,Aug
"Edison Energy",0,FY26,Q2,Sep
"Elevance health",0,FY26,Q2,Jul
"Elevance health",0,FY26,Q2,Aug
"Elevance health",0,FY26,Q2,Sep
"Elevate",0,FY26,Q2,Jul
"Elevate",0,FY26,Q2,Aug
"Elevate",0,FY26,Q2,Sep
"Endeavor Group",0,FY26,Q2,Jul
"Endeavor Group",0,FY26,Q2,Aug
"Endeavor Group",0,FY26,Q2,Sep
"ENGEN Africa",0,FY26,Q2,Jul
"ENGEN Africa",0,FY26,Q2,Aug
"ENGEN Africa",0,FY26,Q2,Sep
"ENOVIX CORPORATION",0.00375000000000000,FY26,Q2,Jul
"ENOVIX CORPORATION",0.00375000000000000,FY26,Q2,Aug
"ENOVIX CORPORATION",0.00375000000000000,FY26,Q2,Sep
"Enviva",0,FY26,Q2,Jul
"Enviva",0,FY26,Q2,Aug
"Enviva",0,FY26,Q2,Sep
"Epicor",0.0770400000000000,FY26,Q2,Jul
"Epicor",0.0770400000000000,FY26,Q2,Aug
"Epicor",0.0770400000000000,FY26,Q2,Sep
"ETrawler",0.0292000000000000,FY26,Q2,Jul
"ETrawler",0.00950000000000000,FY26,Q2,Aug
"ETrawler",0.00920000000000000,FY26,Q2,Sep
"Everest",0,FY26,Q2,Jul
"Everest",0,FY26,Q2,Aug
"Everest",0,FY26,Q2,Sep
"Expanse Electrical Company",0.00380000000000000,FY26,Q2,Jul
"Expanse Electrical Company",0.00380000000000000,FY26,Q2,Aug
"Expanse Electrical Company",0.00380000000000000,FY26,Q2,Sep
"Expedia",0,FY26,Q2,Jul
"Expedia",0,FY26,Q2,Aug
"Expedia",0,FY26,Q2,Sep
"EYGBS",0.136000000000000,FY26,Q2,Jul
"EYGBS",0,FY26,Q2,Aug
"EYGBS",0,FY26,Q2,Sep
"Fair Price (NTUC)",0,FY26,Q2,Jul
"Fair Price (NTUC)",0,FY26,Q2,Aug
"Fair Price (NTUC)",0,FY26,Q2,Sep
"Fastener Distribution Holdings",0,FY26,Q2,Jul
"Fastener Distribution Holdings",0,FY26,Q2,Aug
"Fastener Distribution Holdings",0,FY26,Q2,Sep
"FDH Aero",0,FY26,Q2,Jul
"FDH Aero",0,FY26,Q2,Aug
"FDH Aero",0,FY26,Q2,Sep
"Federated Services",0,FY26,Q2,Jul
"Federated Services",0,FY26,Q2,Aug
"Federated Services",0,FY26,Q2,Sep
"Finlays",0.0126000000000000,FY26,Q2,Jul
"Finlays",0.0130000000000000,FY26,Q2,Aug
"Finlays",0.0126000000000000,FY26,Q2,Sep
"FJA",0,FY26,Q2,Jul
"FJA",0,FY26,Q2,Aug
"FJA",0,FY26,Q2,Sep
"Fletcher",0.00340000000000000,FY26,Q2,Jul
"Fletcher",0.00360000000000000,FY26,Q2,Aug
"Fletcher",0.00340000000000000,FY26,Q2,Sep
"Fountain Tire",0,FY26,Q2,Jul
"Fountain Tire",0,FY26,Q2,Aug
"Fountain Tire",0,FY26,Q2,Sep
"Franklin Templeton",0,FY26,Q2,Jul
"Franklin Templeton",0,FY26,Q2,Aug
"Franklin Templeton",0,FY26,Q2,Sep
"Frazier Healthcare Partners",0.00430000000000000,FY26,Q2,Jul
"Frazier Healthcare Partners",0.00450000000000000,FY26,Q2,Aug
"Frazier Healthcare Partners",0.00430000000000000,FY26,Q2,Sep
"FUJIFILM Business Innovation (US)",0.0130000000000000,FY26,Q2,Jul
"FUJIFILM Business Innovation (US)",0.0130000000000000,FY26,Q2,Aug
"FUJIFILM Business Innovation (US)",0.0130000000000000,FY26,Q2,Sep
"Genesis Capital",0.0495000000000000,FY26,Q2,Jul
"Genesis Capital",0.0510000000000000,FY26,Q2,Aug
"Genesis Capital",0.0495000000000000,FY26,Q2,Sep
"Gilead Life Sciences",0.00660000000000000,FY26,Q2,Jul
"Gilead Life Sciences",0.00680000000000000,FY26,Q2,Aug
"Gilead Life Sciences",0.00660000000000000,FY26,Q2,Sep
"Global Cloud Xchange",0.444800000000000,FY26,Q2,Jul
"Global Cloud Xchange",0.118300000000000,FY26,Q2,Aug
"Global Cloud Xchange",0.114800000000000,FY26,Q2,Sep
"Global Holdings LLC",0,FY26,Q2,Jul
"Global Holdings LLC",0,FY26,Q2,Aug
"Global Holdings LLC",0,FY26,Q2,Sep
"Goldbeck GmbH",0,FY26,Q2,Jul
"Goldbeck GmbH",0,FY26,Q2,Aug
"Goldbeck GmbH",0,FY26,Q2,Sep
"Golden Screen Cinema",0,FY26,Q2,Jul
"Golden Screen Cinema",0,FY26,Q2,Aug
"Golden Screen Cinema",0,FY26,Q2,Sep
"Golden Spread Electric Cooperative",0.00500000000000000,FY26,Q2,Jul
"Golden Spread Electric Cooperative",0.00510000000000000,FY26,Q2,Aug
"Golden Spread Electric Cooperative",0.00500000000000000,FY26,Q2,Sep
"GPO Revenue",0,FY26,Q2,Jul
"GPO Revenue",0,FY26,Q2,Aug
"GPO Revenue",0,FY26,Q2,Sep
"Grange Resources ",0.00170000000000000,FY26,Q2,Jul
"Grange Resources ",0.00170000000000000,FY26,Q2,Aug
"Grange Resources ",0.00170000000000000,FY26,Q2,Sep
"Green Mountain",0.483333000000000,FY26,Q2,Jul
"Green Mountain",0.483333000000000,FY26,Q2,Aug
"Green Mountain",0.483334000000000,FY26,Q2,Sep
"GSMS",0.0400000000000000,FY26,Q2,Jul
"GSMS",0.0400000000000000,FY26,Q2,Aug
"GSMS",0.0400000000000000,FY26,Q2,Sep
"Guidehouse Inc.",0.0210477600000000,FY26,Q2,Jul
"Guidehouse Inc.",0.0173872800000000,FY26,Q2,Aug
"Guidehouse Inc.",0.0191145600000000,FY26,Q2,Sep
"Guitar Center ",0,FY26,Q2,Jul
"Guitar Center ",0,FY26,Q2,Aug
"Guitar Center ",0,FY26,Q2,Sep
"Harbour Guidance",0,FY26,Q2,Jul
"Harbour Guidance",0,FY26,Q2,Aug
"Harbour Guidance",0,FY26,Q2,Sep
"Hastings Deering",0,FY26,Q2,Jul
"Hastings Deering",0,FY26,Q2,Aug
"Hastings Deering",0.336000000000000,FY26,Q2,Sep
"HCSC",0,FY26,Q2,Jul
"HCSC",0,FY26,Q2,Aug
"HCSC",0,FY26,Q2,Sep
"HDFC Limited",0.00270000000000000,FY26,Q2,Jul
"HDFC Limited",0.00280000000000000,FY26,Q2,Aug
"HDFC Limited",0.00270000000000000,FY26,Q2,Sep
"HealthTrackRx",0,FY26,Q2,Jul
"HealthTrackRx",0,FY26,Q2,Aug
"HealthTrackRx",0,FY26,Q2,Sep
"Hitachi",0,FY26,Q2,Jul
"Hitachi",0,FY26,Q2,Aug
"Hitachi",0,FY26,Q2,Sep
"Home Depot",0.0165000000000000,FY26,Q2,Jul
"Home Depot",0.0170000000000000,FY26,Q2,Aug
"Home Depot",0.0165000000000000,FY26,Q2,Sep
"Honest Medical Group LLC",0.0448000000000000,FY26,Q2,Jul
"Honest Medical Group LLC",0.0455000000000000,FY26,Q2,Aug
"Honest Medical Group LLC",0.0448000000000000,FY26,Q2,Sep
"Hoya Vision",0.0550000000000000,FY26,Q2,Jul
"Hoya Vision",0.0550000000000000,FY26,Q2,Aug
"Hoya Vision",0.0550000000000000,FY26,Q2,Sep
"i2i Population health",0.0121095000000000,FY26,Q2,Jul
"i2i Population health",0.0100035000000000,FY26,Q2,Aug
"i2i Population health",0.0110565000000000,FY26,Q2,Sep
"IAC",0,FY26,Q2,Jul
"IAC",0,FY26,Q2,Aug
"IAC",0,FY26,Q2,Sep
"ICICI Bank Ltd.",0.0891000000000000,FY26,Q2,Jul
"ICICI Bank Ltd.",0.0918000000000000,FY26,Q2,Aug
"ICICI Bank Ltd.",0.0891000000000000,FY26,Q2,Sep
"Idemitsu MS",0.0930000000000000,FY26,Q2,Jul
"Idemitsu MS",0,FY26,Q2,Aug
"Idemitsu MS",0,FY26,Q2,Sep
"Idemitsu VOC",0.0185000000000000,FY26,Q2,Jul
"Idemitsu VOC",0.0190000000000000,FY26,Q2,Aug
"Idemitsu VOC",0.0185000000000000,FY26,Q2,Sep
"IndoSpace Development Management Pvt. Ltd.",0,FY26,Q2,Jul
"IndoSpace Development Management Pvt. Ltd.",0,FY26,Q2,Aug
"IndoSpace Development Management Pvt. Ltd.",0,FY26,Q2,Sep
"Informatica India",0.100000000000000,FY26,Q2,Jul
"Informatica India",0.100000000000000,FY26,Q2,Aug
"Informatica India",0.0970000000000000,FY26,Q2,Sep
"Interdigital",0.0142500000000000,FY26,Q2,Jul
"Interdigital",0.0142500000000000,FY26,Q2,Aug
"Interdigital",0.0142500000000000,FY26,Q2,Sep
"ITS Logistics",0.195000000000000,FY26,Q2,Jul
"ITS Logistics",0.200000000000000,FY26,Q2,Aug
"ITS Logistics",0.200000000000000,FY26,Q2,Sep
"J & J",1.05000000000000,FY26,Q2,Jul
"J & J",1.10000000000000,FY26,Q2,Aug
"J & J",1.10000000000000,FY26,Q2,Sep
"J & J APAC",0,FY26,Q2,Jul
"J & J APAC",0,FY26,Q2,Aug
"J & J APAC",0,FY26,Q2,Sep
"Jiffy Lube",0.0546000000000000,FY26,Q2,Jul
"Jiffy Lube",0.0563000000000000,FY26,Q2,Aug
"Jiffy Lube",0.0546000000000000,FY26,Q2,Sep
"Jockey International",0.0100000000000000,FY26,Q2,Jul
"Jockey International",0.0100000000000000,FY26,Q2,Aug
"Jockey International",0.0100000000000000,FY26,Q2,Sep
"Jon Monroe Consulting",0.00330000000000000,FY26,Q2,Jul
"Jon Monroe Consulting",0.00340000000000000,FY26,Q2,Aug
"Jon Monroe Consulting",0.00330000000000000,FY26,Q2,Sep
"Kairos",0,FY26,Q2,Jul
"Kairos",0,FY26,Q2,Aug
"Kairos",0,FY26,Q2,Sep
"Kaiser Permanente",0,FY26,Q2,Jul
"Kaiser Permanente",0,FY26,Q2,Aug
"Kaiser Permanente",0,FY26,Q2,Sep
"Kent Water Sports",0,FY26,Q2,Jul
"Kent Water Sports",0,FY26,Q2,Aug
"Kent Water Sports",0,FY26,Q2,Sep
"Kenvue",0,FY26,Q2,Jul
"Kenvue",0,FY26,Q2,Aug
"Kenvue",0,FY26,Q2,Sep
"Kiosk Collective",0,FY26,Q2,Jul
"Kiosk Collective",0,FY26,Q2,Aug
"Kiosk Collective",0,FY26,Q2,Sep
"KLA Corporation",0.00630000000000000,FY26,Q2,Jul
"KLA Corporation",0.00650000000000000,FY26,Q2,Aug
"KLA Corporation",0.00630000000000000,FY26,Q2,Sep
"Kloud9",0.00300000000000000,FY26,Q2,Jul
"Kloud9",0.00300000000000000,FY26,Q2,Aug
"Kloud9",0.00310000000000000,FY26,Q2,Sep
"Komatsu Australia",0,FY26,Q2,Jul
"Komatsu Australia",0,FY26,Q2,Aug
"Komatsu Australia",0,FY26,Q2,Sep
"Kura Sushi",0,FY26,Q2,Jul
"Kura Sushi",0,FY26,Q2,Aug
"Kura Sushi",0,FY26,Q2,Sep
"Kyndryl",0,FY26,Q2,Jul
"Kyndryl",0,FY26,Q2,Aug
"Kyndryl",0,FY26,Q2,Sep
"Kyochon ",0,FY26,Q2,Jul
"Kyochon ",0,FY26,Q2,Aug
"Kyochon ",0,FY26,Q2,Sep
"Kyowa Kirin",0.0650000000000000,FY26,Q2,Jul
"Kyowa Kirin",0.0650000000000000,FY26,Q2,Aug
"Kyowa Kirin",0.0650000000000000,FY26,Q2,Sep
"Leiters Enterprises",0.00830000000000000,FY26,Q2,Jul
"Leiters Enterprises",0.00850000000000000,FY26,Q2,Aug
"Leiters Enterprises",0.00830000000000000,FY26,Q2,Sep
"Lifescan",0.0200000000000000,FY26,Q2,Jul
"Lifescan",0.0150000000000000,FY26,Q2,Aug
"Lifescan",0.0150000000000000,FY26,Q2,Sep
"LIMN Labs",0,FY26,Q2,Jul
"LIMN Labs",0,FY26,Q2,Aug
"LIMN Labs",0,FY26,Q2,Sep
"LoanDepot",0.0990000000000000,FY26,Q2,Jul
"LoanDepot",0.102000000000000,FY26,Q2,Aug
"LoanDepot",0.0990000000000000,FY26,Q2,Sep
"Logitec",0.0466560000000000,FY26,Q2,Jul
"Logitec",0.0466560000000000,FY26,Q2,Aug
"Logitec",0.0466560000000000,FY26,Q2,Sep
"Lolli and Pops",0,FY26,Q2,Jul
"Lolli and Pops",0,FY26,Q2,Aug
"Lolli and Pops",0,FY26,Q2,Sep
"Louis Dreyfus",0.270000000000000,FY26,Q2,Jul
"Louis Dreyfus",0,FY26,Q2,Aug
"Louis Dreyfus",0,FY26,Q2,Sep
"Lowe’s Services",0.0170000000000000,FY26,Q2,Jul
"Lowe’s Services",0.0170000000000000,FY26,Q2,Aug
"Lowe’s Services",0.0170000000000000,FY26,Q2,Sep
"LVMH",0,FY26,Q2,Jul
"LVMH",0,FY26,Q2,Aug
"LVMH",0,FY26,Q2,Sep
"Mahindra & Mahindra FS",0.00330000000000000,FY26,Q2,Jul
"Mahindra & Mahindra FS",0.00340000000000000,FY26,Q2,Aug
"Mahindra & Mahindra FS",0.00330000000000000,FY26,Q2,Sep
"Mainstream Renewable Power",0.00960000000000000,FY26,Q2,Jul
"Mainstream Renewable Power",0.00990000000000000,FY26,Q2,Aug
"Mainstream Renewable Power",0.00960000000000000,FY26,Q2,Sep
"Marketforce",0.0500000000000000,FY26,Q2,Jul
"Marketforce",0.0500000000000000,FY26,Q2,Aug
"Marketforce",0.0500000000000000,FY26,Q2,Sep
"Matson Navigation Company",0.500000000000000,FY26,Q2,Jul
"Matson Navigation Company",0.500000000000000,FY26,Q2,Aug
"Matson Navigation Company",0.500000000000000,FY26,Q2,Sep
"Mattson Technology Inc",0.0281266000000000,FY26,Q2,Jul
"Mattson Technology Inc",0.0228553000000000,FY26,Q2,Aug
"Mattson Technology Inc",0.0434175000000000,FY26,Q2,Sep
"MCA Connect ",0,FY26,Q2,Jul
"MCA Connect ",0,FY26,Q2,Aug
"MCA Connect ",0,FY26,Q2,Sep
"McDonalds MS",0.0283000000000000,FY26,Q2,Jul
"McDonalds MS",0.0290000000000000,FY26,Q2,Aug
"McDonalds MS",0.0283000000000000,FY26,Q2,Sep
"Medidata",0.0462000000000000,FY26,Q2,Jul
"Medidata",0.0476000000000000,FY26,Q2,Aug
"Medidata",0.0462000000000000,FY26,Q2,Sep
"Meta Platforms Technologies, LLC",0.161800000000000,FY26,Q2,Jul
"Meta Platforms Technologies, LLC",0.0935000000000000,FY26,Q2,Aug
"Meta Platforms Technologies, LLC",0.0908000000000000,FY26,Q2,Sep
"Metcash Limited ",0,FY26,Q2,Jul
"Metcash Limited ",0,FY26,Q2,Aug
"Metcash Limited ",0,FY26,Q2,Sep
"Metricstream",0,FY26,Q2,Jul
"Metricstream",0,FY26,Q2,Aug
"Metricstream",0,FY26,Q2,Sep
"Metro Cash & Carry",0,FY26,Q2,Jul
"Metro Cash & Carry",0,FY26,Q2,Aug
"Metro Cash & Carry",0,FY26,Q2,Sep
"Michael Hill",0.0800000000000000,FY26,Q2,Jul
"Michael Hill",0,FY26,Q2,Aug
"Michael Hill",0,FY26,Q2,Sep
"Microsoft Global Account",4.30160000000000,FY26,Q2,Jul
"Microsoft Global Account",4.43200000000000,FY26,Q2,Aug
"Microsoft Global Account",4.30160000000000,FY26,Q2,Sep
"Milton Cat",0.0600000000000000,FY26,Q2,Jul
"Milton Cat",0.0600000000000000,FY26,Q2,Aug
"Milton Cat",0.0600000000000000,FY26,Q2,Sep
"Milwaukee Electric Tool",0.00660000000000000,FY26,Q2,Jul
"Milwaukee Electric Tool",0.00680000000000000,FY26,Q2,Aug
"Milwaukee Electric Tool",0.00660000000000000,FY26,Q2,Sep
"Mitsuboshi Restaurants ",0.00540000000000000,FY26,Q2,Jul
"Mitsuboshi Restaurants ",0.00560000000000000,FY26,Q2,Aug
"Mitsuboshi Restaurants ",0.00540000000000000,FY26,Q2,Sep
"MOS Food Global ASP",0.0132000000000000,FY26,Q2,Jul
"MOS Food Global ASP",0.0132000000000000,FY26,Q2,Aug
"MOS Food Global ASP",0.0132000000000000,FY26,Q2,Sep
"MSIG",0.00800000000000000,FY26,Q2,Jul
"MSIG",0.00800000000000000,FY26,Q2,Aug
"MSIG",0.00700000000000000,FY26,Q2,Sep
"NACHA",0,FY26,Q2,Jul
"NACHA",0,FY26,Q2,Aug
"NACHA",0,FY26,Q2,Sep
"NBD - GBW",0.141900000000000,FY26,Q2,Jul
"NBD - GBW",0.146200000000000,FY26,Q2,Aug
"NBD - GBW",0.141900000000000,FY26,Q2,Sep
"NBD - Sonata - ANZ",0,FY26,Q2,Jul
"NBD - Sonata - ANZ",0,FY26,Q2,Aug
"NBD - Sonata - ANZ",0,FY26,Q2,Sep
"NBD - Sonata - APAC",0.155100000000000,FY26,Q2,Jul
"NBD - Sonata - APAC",0.159800000000000,FY26,Q2,Aug
"NBD - Sonata - APAC",0.155100000000000,FY26,Q2,Sep
"NBD - Sonata - EU",0.0590000000000000,FY26,Q2,Jul
"NBD - Sonata - EU",0,FY26,Q2,Aug
"NBD - Sonata - EU",0,FY26,Q2,Sep
"NBD - Sonata - UK",0.0650000000000000,FY26,Q2,Jul
"NBD - Sonata - UK",0,FY26,Q2,Aug
"NBD - Sonata - UK",0,FY26,Q2,Sep
"NBD - Sonata - US BFSI",0,FY26,Q2,Jul
"NBD - Sonata - US BFSI",0,FY26,Q2,Aug
"NBD - Sonata - US BFSI",0,FY26,Q2,Sep
"NBD - Sonata - US HLS",0,FY26,Q2,Jul
"NBD - Sonata - US HLS",0,FY26,Q2,Aug
"NBD - Sonata - US HLS",0,FY26,Q2,Sep
"NBD - Sonata - US Retail & Mfg",0,FY26,Q2,Jul
"NBD - Sonata - US Retail & Mfg",0,FY26,Q2,Aug
"NBD - Sonata - US Retail & Mfg",0,FY26,Q2,Sep
"NBD - Sonata - US TMTE",0,FY26,Q2,Jul
"NBD - Sonata - US TMTE",0,FY26,Q2,Aug
"NBD - Sonata - US TMTE",0,FY26,Q2,Sep
"NCC Group",0.0800000000000000,FY26,Q2,Jul
"NCC Group",0,FY26,Q2,Aug
"NCC Group",0,FY26,Q2,Sep
"New Balance",0,FY26,Q2,Jul
"New Balance",0,FY26,Q2,Aug
"New Balance",0,FY26,Q2,Sep
"New Business Deal",0,FY26,Q2,Jul
"New Business Deal",0,FY26,Q2,Aug
"New Business Deal",0,FY26,Q2,Sep
"Next Level Business Services, Inc.",0,FY26,Q2,Jul
"Next Level Business Services, Inc.",0,FY26,Q2,Aug
"Next Level Business Services, Inc.",0,FY26,Q2,Sep
"Nivel Parts ",0,FY26,Q2,Jul
"Nivel Parts ",0,FY26,Q2,Aug
"Nivel Parts ",0,FY26,Q2,Sep
"Nordics Semiconductor",0,FY26,Q2,Jul
"Nordics Semiconductor",0,FY26,Q2,Aug
"Nordics Semiconductor",0,FY26,Q2,Sep
"Normet",0.920000000000000,FY26,Q2,Jul
"Normet",0,FY26,Q2,Aug
"Normet",0,FY26,Q2,Sep
"Northern Lakes Data Corp",0,FY26,Q2,Jul
"Northern Lakes Data Corp",0,FY26,Q2,Aug
"Northern Lakes Data Corp",0,FY26,Q2,Sep
"Northern Trust",0,FY26,Q2,Jul
"Northern Trust",0,FY26,Q2,Aug
"Northern Trust",0,FY26,Q2,Sep
"NSW Ports ",0,FY26,Q2,Jul
"NSW Ports ",0,FY26,Q2,Aug
"NSW Ports ",0,FY26,Q2,Sep
"Oasis Group ",0.00660000000000000,FY26,Q2,Jul
"Oasis Group ",0.00680000000000000,FY26,Q2,Aug
"Oasis Group ",0.00660000000000000,FY26,Q2,Sep
"Omnicom",0.122484250000000,FY26,Q2,Jul
"Omnicom",0.102657750000000,FY26,Q2,Aug
"Omnicom",0.106832250000000,FY26,Q2,Sep
"Outform Group, Inc",0,FY26,Q2,Jul
"Outform Group, Inc",0,FY26,Q2,Aug
"Outform Group, Inc",0,FY26,Q2,Sep
"P&O Ferries Division",0.0400000000000000,FY26,Q2,Jul
"P&O Ferries Division",0.0400000000000000,FY26,Q2,Aug
"P&O Ferries Division",0.0220000000000000,FY26,Q2,Sep
"Parata Systems",0.0116000000000000,FY26,Q2,Jul
"Parata Systems",0.0119000000000000,FY26,Q2,Aug
"Parata Systems",0.0116000000000000,FY26,Q2,Sep
"Pennymac",1.18000000000000,FY26,Q2,Jul
"Pennymac",1.00700000000000,FY26,Q2,Aug
"Pennymac",1.09000000000000,FY26,Q2,Sep
"Peppermint",0.0480000000000000,FY26,Q2,Jul
"Peppermint",0.0340000000000000,FY26,Q2,Aug
"Peppermint",0.0330000000000000,FY26,Q2,Sep
"PepsiCo",0.0594000000000000,FY26,Q2,Jul
"PepsiCo",0.0612000000000000,FY26,Q2,Aug
"PepsiCo",0.0594000000000000,FY26,Q2,Sep
"Peregrine",0,FY26,Q2,Jul
"Peregrine",0,FY26,Q2,Aug
"Peregrine",0,FY26,Q2,Sep
"PNG Data Co",0.00200000000000000,FY26,Q2,Jul
"PNG Data Co",0.00200000000000000,FY26,Q2,Aug
"PNG Data Co",0.00200000000000000,FY26,Q2,Sep
"PointsKash",0,FY26,Q2,Jul
"PointsKash",0,FY26,Q2,Aug
